id,Q2,Q6,Q8,Q10,Q12,Q14,Q19,Q17,Q21,Q26,Q24,Q28,Q30,Q32,Q34,age,organization_var,frame_var,weight
413,Male,University degree,Very proud,Urban,Both,Southern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",3,5,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,29,2,3,5.49E-05
414,Female,High school degree,Very proud,Urban,Urban,Both equally,2,6,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,32,1,2,10.00008081
415,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,23,2,1,5.49E-05
416,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,40,1,3,0.118696041
417,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,25,1,1,5.49E-05
418,Male,Post-graduate degree,Very proud,Urban,Urban,Northern Vietnam,4,4,"Yes, I will tell them not to buy pangolin products.",1,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,1,2,5.49E-05
419,Male,University degree,Somewhat proud,Urban,Rural,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,5,Important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,1,3,5.49E-05
420,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,2,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,26,1,3,5.49E-05
421,Male,University degree,Very proud,Rural,Rural,Southern Vietnam,5,2,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a week,31,2,2,0.00169562
422,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,1,2,0.118696041
423,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,1,1,0.779549616
424,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,1,1,5.49E-05
425,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,5,6,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,24,2,2,5.49E-05
426,Male,High school degree,Very proud,Urban,Urban,Northern Vietnam,5,5,"Yes, I will tell them not to buy pangolin products.",4,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,2,0.779549616
427,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,37,2,3,0.118696041
428,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,53,2,1,0.779549616
429,Female,University degree,Somewhat proud,Rural,Rural,Northern Vietnam,7,7,"No, I will let them decide what to do.",5,5,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,38,2,1,3.663160372
430,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,43,1,2,5.49E-05
431,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",2,2,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,23,2,1,0.118696041
432,Female,University degree,Somewhat proud,Rural,Both,Both equally,6,6,"Yes, I will tell them not to buy pangolin products.",3,6,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a week,28,2,3,3.663160372
433,Male,University degree,Very proud,Urban,Rural,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,1,2,5.49E-05
434,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,6,3,"Yes, I will tell them not to buy pangolin products.",5,3,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,1,3,5.49E-05
435,Male,Post-graduate degree,Very proud,Urban,Urban,Southern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,57,1,1,5.49E-05
436,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,5,4,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,36,1,3,0.118696041
437,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,36,2,3,0.118696041
438,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,21,2,2,0.118696041
439,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,28,2,3,5.49E-05
440,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,3,5.49E-05
441,Female,High school degree,Very proud,Urban,Both,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,56,1,1,10.00008081
442,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",6,7,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,34,2,1,0.118696041
443,Male,Post-graduate degree,Very proud,Urban,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,30,1,2,5.49E-05
444,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,47,2,2,0.779549616
445,Male,University degree,Very proud,Urban,Rural,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",1,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,34,1,2,5.49E-05
446,Male,University degree,Very proud,Rural,Rural,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",2,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,22,1,1,0.00169562
447,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,37,2,3,5.49E-05
448,Male,University degree,Very proud,Urban,Both,Southern Vietnam,6,4,"Yes, I will tell them not to buy pangolin products.",4,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,2,2,5.49E-05
449,Female,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,5,Very important,Important,"No, I have not used traditional Chinese medicine.",Not at all,32,2,1,0.118696041
450,Male,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,3,5.49E-05
451,Male,Post-graduate degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Important,Important,"No, I have not used traditional Chinese medicine.",Not at all,29,1,1,5.49E-05
452,Female,University degree,Very proud,Urban,Both,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,4,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,51,2,3,0.118696041
453,Male,University degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,21,1,3,5.49E-05
454,Male,University degree,Very proud,Urban,Urban,Both equally,7,7,"Yes, I will tell them not to buy pangolin products.",1,1,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,31,1,1,5.49E-05
455,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,5,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,53,2,2,0.779549616
456,Female,University degree,Very proud,Urban,Rural,Northern Vietnam,5,6,"Yes, I will tell them not to buy pangolin products.",3,5,Slightly important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,29,2,2,0.118696041
457,Male,High school degree,Very proud,Urban,Urban,Southern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",4,6,Slightly important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,2,1,0.779549616
458,Male,University degree,Very proud,Urban,Urban,Neither,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a month,26,2,1,5.49E-05
459,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",5,6,Very important,Very important,"Yes, I have used traditional Chinese medicine.",Everyday,40,2,1,0.118696041
460,Female,High school degree,Very proud,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",3,7,Important,Slightly important,"Yes, I have used traditional Chinese medicine.",A few times a month,21,1,2,10.00008081
461,Female,University degree,Not proud at all,Urban,Both,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",4,7,Important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,43,2,3,0.118696041
462,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,35,1,2,0.118696041
463,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,6,7,"Yes, I will tell them not to buy pangolin products.",2,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a year,38,1,3,5.49E-05
464,Female,High school degree,Very proud,Urban,Urban,Northern Vietnam,6,6,"Yes, I will tell them not to buy pangolin products.",6,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",A few times a month,40,2,2,10.00008081
465,Female,University degree,Very proud,Urban,Urban,Southern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"Yes, I have used traditional Chinese medicine.",A few times a year,28,2,2,0.118696041
466,Male,University degree,Very proud,Urban,Urban,Northern Vietnam,7,7,"Yes, I will tell them not to buy pangolin products.",7,7,Very important,Very important,"No, I have not used traditional Chinese medicine.",Not at all,42,1,1,5.49E-05
467,Female,University degree,Very proud,Rural,Rural,Northern Vietnam,7,6,"Yes, I will tell them not to buy pangolin products.",7,6,Very important,Important,"Yes, I have used traditional Chinese medicine.",Everyday,44,2,1,3.663160372
